anime_id,Name,Genres,Other name,Score,Type
1,Cowboy Bebop,"Action, Award Winning, Sci-Fi",カウボーイビバップ,8.75,TV
5,Cowboy Bebop: Tengoku no Tobira,"Action, Sci-Fi",カウボーイビバップ 天国の扉,8.38,Movie
6,Trigun,"Action, Adventure, Sci-Fi",トライガン,8.22,TV
7,Witch Hunter Robin,"Action, Drama, Mystery, Supernatural",Witch Hunter ROBIN (ウイッチハンターロビン),7.25,TV
8,Bouken Ou Beet,"Adventure, Fantasy, Supernatural",冒険王ビィト,6.94,TV
15,Eyeshield 21,Sports,アイシールド21,7.92,TV
16,Hachimitsu to Clover,"Comedy, Drama, Romance",ハチミツとクローバー,8.0,TV
17,Hungry Heart: Wild Striker,"Comedy, Slice of Life, Sports",ハングリーハート Wild Striker,7.55,TV
18,Initial D Fourth Stage,"Action, Drama",頭文字〈イニシャル〉D FOURTH STAGE,8.16,TV
19,Monster,"Drama, Mystery, Suspense",モンスター,8.87,TV
20,Naruto,"Action, Adventure, Fantasy",ナルト,7.99,TV
21,One Piece,"Action, Adventure, Fantasy",ONE PIECE,8.69,TV
22,Tennis no Ouji-sama,Sports,テニスの王子様,7.86,TV
23,Ring ni Kakero 1,"Action, Sports",リングにかけろ１,6.39,TV
24,School Rumble,"Comedy, Romance",スクールランブル,7.89,TV
25,Sunabouzu,"Action, Adventure, Comedy, Sci-Fi, Ecchi",砂ぼうず,7.38,TV
26,Texhnolyze,"Action, Drama, Sci-Fi",TEXHNOLYZE,7.76,TV
27,Trinity Blood,"Action, Supernatural",トリニティ・ブラッド,7.29,TV
28,Yakitate!! Japan,"Comedy, Gourmet",焼きたて!! ジャぱん,7.91,TV
29,Zipang,"Action, Drama, Sci-Fi",ジパング,7.48,TV
30,Neon Genesis Evangelion,"Action, Avant Garde, Award Winning, Drama, Sci-Fi, Suspense",新世紀エヴァンゲリオン,8.35,TV
31,Neon Genesis Evangelion: Death & Rebirth,"Drama, Sci-Fi",新世紀エヴァンゲリオン劇場版 シト新生,7.46,Movie
32,Neon Genesis Evangelion: The End of Evangelion,"Avant Garde, Drama, Sci-Fi",新世紀エヴァンゲリオン劇場版 THE END OF EVANGELION,8.55,Movie
33,Kenpuu Denki Berserk,"Action, Adventure, Drama, Fantasy, Horror",剣風伝奇ベルセルク,8.56,TV
43,Koukaku Kidoutai,"Action, Award Winning, Mystery, Sci-Fi, Suspense",GHOST IN THE SHELL（攻殻機動隊）,8.27,Movie
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,"Action, Drama, Romance",るろうに剣心―明治剣客浪漫譚―追憶編,8.71,OVA
45,Rurouni Kenshin: Meiji Kenkaku Romantan,"Action, Adventure, Comedy, Romance",るろうに剣心 -明治剣客浪漫譚-,8.29,TV
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Drama,るろうに剣心 -明治剣客浪漫譚- 維新志士への鎮魂歌,7.55,Movie
47,Akira,"Action, Adventure, Horror, Sci-Fi, Supernatural",AKIRA（アキラ）,8.16,Movie
48,.hack//Sign,"Adventure, Fantasy, Mystery",.hack//SIGN,6.95,TV
49,Aa! Megami-sama!,"Comedy, Romance, Supernatural",ああっ女神さまっ,7.29,OVA
50,Aa! Megami-sama! (TV),"Comedy, Romance, Supernatural",ああっ女神さまっ,7.32,TV
51,Tenshi Kinryouku,"Action, Drama, Romance, Supernatural",天使禁猟区,6.27,OVA
52,Kidou Tenshi Angelic Layer,"Award Winning, Comedy, Drama, Sci-Fi, Sports",機動天使エンジェリックレイヤー,7.26,TV
53,Ai Yori Aoshi,"Comedy, Drama, Romance",藍より青し,7.11,TV
54,Appleseed (Movie),"Action, Drama, Sci-Fi",アップルシード,7.06,Movie
55,Arc the Lad,"Action, Adventure, Fantasy, Horror, Sci-Fi",アークザラッド,6.51,TV
56,Avenger,"Adventure, Fantasy, Sci-Fi",アヴェンジャー,5.86,TV
57,Beck,"Comedy, Drama, Slice of Life",ベック,8.29,TV
58,Blue Gender,"Adventure, Drama, Horror, Romance, Sci-Fi",BLUE GENDER,7.03,TV
59,Chobits,"Comedy, Drama, Romance, Sci-Fi, Ecchi",ちょびっツ,7.4,TV
60,Chrno Crusade,"Action, Romance, Supernatural",クロノクルセイド,7.62,TV
61,D.N.Angel,"Action, Comedy, Fantasy, Romance",Ｄ・Ｎ・ＡＮＧＥＬ,7.17,TV
62,D.C.: Da Capo,"Drama, Romance",D.C.～ダ・カーポ～,6.72,TV
63,DearS,"Comedy, Romance, Sci-Fi, Ecchi",ディアーズ,6.56,TV
64,Rozen Maiden,"Action, Comedy, Drama",ローゼンメイデン,7.41,TV
65,Rozen Maiden: Träumend,"Action, Comedy, Drama",ローゼンメイデン トロイメント,7.62,TV
66,Azumanga Daiou The Animation,"Comedy, Slice of Life",あずまんが大王 THE ANIMATION,7.99,TV
67,Basilisk: Kouga Ninpou Chou,"Action, Drama, Romance",バジリスク 甲賀忍法帖,7.55,TV
68,Black Cat (TV),"Action, Adventure, Sci-Fi",ブラックキャット,7.33,TV
69,Cluster Edge,"Action, Fantasy, Sci-Fi",CLUSTER EDGE（クラスターエッジ）,6.31,TV
71,Full Metal Panic!,"Action, Comedy, Sci-Fi",フルメタル・パニック！,7.61,TV
72,Full Metal Panic? Fumoffu,"Action, Comedy",フルメタル・パニック? ふもっふ,8.03,TV
73,Full Metal Panic! The Second Raid,Action,フルメタル パニック！The Second Raid,7.93,TV
74,Gakuen Alice,"Comedy, Fantasy",学園アリス,7.64,TV
75,Soukyuu no Fafner: Dead Aggressor,"Action, Drama, Sci-Fi",蒼穹のファフナーDead Aggressor,7.26,TV
76,Mahou Shoujo Lyrical Nanoha,"Action, Comedy, Drama",魔法少女リリカルなのは,7.41,TV
77,Mahou Shoujo Lyrical Nanoha A's,"Action, Comedy, Drama",魔法少女リリカルなのは エース,7.97,TV
79,Shuffle!,"Comedy, Drama, Fantasy, Romance, Ecchi",SHUFFLE! (シャッフル!),7.03,TV
80,Kidou Senshi Gundam,"Action, Drama, Sci-Fi",機動戦士ガンダム,7.76,TV
81,Kidou Senshi Gundam: Dai 08 MS Shoutai,"Adventure, Drama, Romance, Sci-Fi",機動戦士ガンダム 第08MS小隊,8.01,OVA
82,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,"Drama, Sci-Fi",機動戦士ガンダム 0080 ポケットの中の戦争,7.96,OVA
83,Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report,"Drama, Romance, Sci-Fi",機動戦士ガンダム 第08MS小隊 ミラーズ・リポート,6.76,Movie
84,Kidou Senshi Gundam 0083: Stardust Memory,"Adventure, Drama, Romance, Sci-Fi",機動戦士ガンダム0083 STARDUST MEMORY,7.24,OVA
85,Kidou Senshi Zeta Gundam,"Drama, Romance, Sci-Fi",機動戦士Ζガンダム,7.9,TV
86,Kidou Senshi Gundam ZZ,"Comedy, Drama, Sci-Fi",機動戦士ガンダムZZ,6.68,TV
87,Kidou Senshi Gundam: Gyakushuu no Char,"Drama, Sci-Fi",機動戦士ガンダム 逆襲のシャア,7.66,Movie
88,Kidou Senshi Gundam F91,"Drama, Sci-Fi",機動戦士ガンダムＦ91,6.62,Movie
89,Kidou Senshi Victory Gundam,"Drama, Sci-Fi",機動戦士Vガンダム,6.77,TV
90,Shin Kidou Senki Gundam Wing,"Action, Drama, Sci-Fi",新機動戦記ガンダムW,7.69,TV
91,Shin Kidou Senki Gundam Wing: Endless Waltz,"Action, Award Winning, Drama, Sci-Fi",新機動戦記ガンダムW エンドレス・ワルツ,7.74,OVA
92,Kidou Shinseiki Gundam X,"Adventure, Drama, Sci-Fi",機動新世紀ガンダムX,7.34,TV
93,Kidou Senshi Gundam SEED,"Action, Award Winning, Drama, Romance, Sci-Fi",機動戦士ガンダムSEED,7.75,TV
94,Kidou Senshi Gundam SEED Destiny,"Action, Drama, Romance, Sci-Fi",機動戦士ガンダムSEED DESTINY,7.18,TV
95,Turn A Gundam,"Action, Adventure, Award Winning, Drama, Romance, Sci-Fi",∀ガンダム,7.74,TV
96,Kidou Butouden G Gundam,"Adventure, Comedy, Drama, Romance, Sci-Fi, Sports",機動武闘伝Gガンダム,7.57,TV
97,Last Exile,"Action, Adventure, Sci-Fi",LAST EXILE（ラストエグザイル）,7.79,TV
98,Mai-HiME,"Action, Fantasy, Girls Love",舞-HiME,7.42,TV
99,Mai-Otome,"Comedy, Drama, Fantasy",舞-乙HiME,7.28,TV
100,Shin Shirayuki-hime Densetsu Prétear,"Comedy, Drama, Fantasy, Romance",新白雪姫伝説プリーティア,7.16,TV
101,Air,"Drama, Romance, Supernatural",AIR,7.28,TV
102,Aishiteruze Baby★★,"Comedy, Drama, Romance",愛してるぜ ベイベ★★,7.44,TV
103,Akazukin Chacha,"Adventure, Comedy, Fantasy, Romance",赤ずきんチャチャ,7.49,TV
104,Ayashi no Ceres,"Adventure, Drama, Horror, Romance, Supernatural, Suspense",妖しのセレス,7.18,TV
105,Boys Be...,"Comedy, Romance, Slice of Life",ボーイズ・ビー,6.4,TV
106,Hana yori Dango,"Drama, Romance",花より男子,7.61,TV
107,Ou Dorobou Jing,"Adventure, Comedy, Fantasy, Sci-Fi",王ドロボウ JING,7.19,TV
108,Ou Dorobou Jing in Seventh Heaven,"Adventure, Comedy, Fantasy",王ドロボウ JING in Seventh Heaven,7.25,OVA
109,Bakuretsu Tenshi,"Adventure, Comedy, Sci-Fi",爆裂天使,6.79,TV
110,Chuuka Ichiban!,"Action, Comedy, Drama, Gourmet",中華一番,7.58,TV
111,Corrector Yui,"Adventure, Comedy, Sci-Fi",コレクター・ユイ,6.97,TV
112,Chou Henshin Cosprayers,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Ecchi",超変身コス∞プレイヤー,4.82,TV
113,Uchuu no Stellvia,"Action, Romance, Sci-Fi",宇宙のステルヴィア,7.37,TV
114,Sakigake!! Cromartie Koukou,Comedy,魁!! クロマティ高校,7.9,TV
115,El Hazard: The Alternative World,"Adventure, Comedy, Fantasy",異次元の世界エルハザード,6.79,TV
116,El Hazard: The Wanderers,"Adventure, Comedy, Fantasy, Romance",神秘の世界エルハザード,6.93,TV
117,El Hazard: The Magnificent World,"Adventure, Comedy, Fantasy, Romance",神秘の世界エルハザード,7.26,OVA
118,El Hazard 2: The Magnificent World,"Adventure, Comedy, Fantasy",神秘の世界 エルハザード 第2期,6.78,OVA
119,Final Approach,"Comedy, Drama, Romance",φなる・あぷろーち,6.52,TV
120,Fruits Basket,"Drama, Romance, Supernatural",フルーツバスケット,7.69,TV
121,Fullmetal Alchemist,"Action, Adventure, Award Winning, Drama, Fantasy",鋼の錬金術師,8.11,TV
122,Full Moon wo Sagashite,"Comedy, Drama, Romance, Supernatural",満月をさがして,7.94,TV
123,Fushigi Yuugi,"Adventure, Fantasy, Romance",ふしぎ遊戯,7.61,TV
124,Fushigi Yuugi: Eikouden,"Adventure, Drama, Fantasy, Romance",ふしぎ遊戯 -永光伝,6.82,OVA
125,Futakoi,"Comedy, Romance",双恋,6.44,TV
126,Futakoi Alternative,"Comedy, Drama, Romance",フタコイ オルタナティブ,6.86,TV
127,Gate Keepers,"Action, Comedy, Fantasy, Sci-Fi",ゲートキーパーズ,6.92,TV
128,Gate Keepers 21,"Action, Drama, Sci-Fi",ゲートキーパーズ21,6.74,OVA
129,Gensoumaden Saiyuuki,"Action, Adventure, Comedy, Drama, Supernatural",幻想魔伝 最遊記,7.55,TV
130,Saiyuuki Reload,"Action, Adventure, Comedy, Drama, Supernatural",最遊記RELOAD,7.37,TV
131,Saiyuuki Reload Gunlock,"Action, Adventure, Comedy, Drama, Supernatural",最遊記RELOAD GUNLOCK,7.37,TV
132,GetBackers,"Action, Mystery, Supernatural",ゲットバッカーズ　奪還屋,7.58,TV
133,Green Green,"Comedy, Romance, Ecchi",グリーングリーン,6.15,TV
134,Gunslinger Girl,"Action, Drama, Sci-Fi",ガンスリンガー・ガール,7.39,TV
135,Hikaru no Go,"Comedy, Drama, Supernatural",ヒカルの碁,8.08,TV
136,Hunter x Hunter,"Action, Adventure, Fantasy",HUNTER×HUNTER（ハンター×ハンター）,8.41,TV
137,Hunter x Hunter: Original Video Animation,"Action, Adventure, Fantasy",HUNTER×HUNTER Original Video Animation,8.31,OVA
138,Hunter x Hunter: Greed Island,"Action, Adventure, Fantasy",HUNTER×HUNTER Greed Island,8.18,OVA
139,Hunter x Hunter: Greed Island Final,"Action, Adventure, Fantasy",HUNTER×HUNTER G・I Final,8.25,OVA
141,Jinki:Extend,Sci-Fi,ジンキ・エクステンド,6.1,TV
142,Kamikaze Kaitou Jeanne,"Action, Drama, Mystery, Romance, Supernatural",神風怪盗ジャンヌ,7.46,TV
143,Kannazuki no Miko,"Drama, Girls Love, Romance, Supernatural",神無月の巫女,6.81,TV
144,Kanon,"Drama, Romance, Supernatural",カノン,7.07,TV
145,Kareshi Kanojo no Jijou,"Comedy, Drama, Romance",彼氏彼女の事情,7.59,TV
146,Kono Minikuku mo Utsukushii Sekai,"Comedy, Drama, Romance, Sci-Fi, Ecchi",この醜くも美しい世界,6.71,TV
147,Kimi ga Nozomu Eien,"Drama, Romance",君が望む永遠,7.18,TV
148,Kita e.: Diamond Dust Drops,"Drama, Romance",北へ。 ～Diamond Dust Drops～,6.56,TV
149,Loveless,"Action, Boys Love, Drama, Mystery, Supernatural",LOVELESS,6.76,TV
150,Blood+,"Action, Drama, Horror, Mystery, Supernatural",ブラッドプラス,7.62,TV
151,Re: Cutey Honey,"Action, Comedy, Girls Love, Sci-Fi, Ecchi",Re:キューティーハニー,7.1,OVA
152,Solty Rei,"Action, Sci-Fi",ソルティレイ,7.27,TV
153,Juuni Kokuki,"Action, Adventure, Fantasy",十二国記,8.02,TV
154,Shaman King,"Action, Adventure, Comedy, Supernatural",シャーマンキング,7.75,TV
155,X/1999,"Action, Drama, Fantasy, Horror, Sci-Fi, Supernatural","エックス, X/1999",6.57,Movie
156,X,"Action, Drama, Fantasy, Romance",X−エックス−,7.4,TV
157,Mahou Sensei Negima!,"Comedy, Fantasy, Romance, Supernatural, Ecchi",魔法先生 ネギま！,6.94,TV
158,Maria-sama ga Miteru,"Drama, Girls Love",マリア様がみてる,7.29,TV
159,Boukyaku no Senritsu,"Adventure, Fantasy, Horror, Sci-Fi, Supernatural",忘却の旋律,6.28,TV
160,"Ima, Soko ni Iru Boku","Adventure, Drama, Fantasy, Sci-Fi",今、そこにいる僕,7.61,TV
161,Peace Maker Kurogane,"Action, Comedy",PEACE MAKER 鐵,7.3,TV
162,Pita Ten,"Comedy, Fantasy, Romance",ぴたテン,6.93,TV
163,Power Stone,"Adventure, Comedy, Fantasy",パワーストーン,6.55,TV
164,Mononoke Hime,"Action, Adventure, Award Winning, Fantasy",もののけ姫,8.67,Movie
165,RahXephon,"Action, Award Winning, Drama, Mystery, Romance, Sci-Fi",ラーゼフォン,7.39,TV
166,Samurai 7,Sci-Fi,サムライセブン,7.44,TV
167,Scrapped Princess,"Adventure, Comedy, Drama, Fantasy, Sci-Fi",スクラップド・プリンセス,7.38,TV
168,s.CRY.ed,"Action, Adventure, Drama, Sci-Fi",スクライド,7.36,TV
169,Shingetsutan Tsukihime,"Action, Horror, Mystery, Romance, Supernatural",真月譚 月姫,6.82,TV
170,Slam Dunk,Sports,スラムダンク,8.54,TV
171,Strange Dawn,"Adventure, Drama, Fantasy",ストレンジ・ドーン,6.32,TV
173,Tactics,"Mystery, Supernatural",タクティクス,7.2,TV
174,Tenjou Tenge,"Action, Comedy, Ecchi",天上天下,6.88,TV
175,Tokyo Underground,"Action, Adventure, Romance, Sci-Fi",東京アンダーグラウンド,6.59,TV
176,Triangle Heart: Sweet Songs Forever,"Adventure, Romance",とらいあんぐるハート -Sweet Songs Forever-,6.09,OVA
177,Tsubasa Chronicle,"Action, Adventure, Fantasy, Romance",ツバサ・クロニクル,7.52,TV
178,Ultra Maniac,"Comedy, Romance",ウルトラマニアック,7.16,TV
179,Ultra Maniac OVA,"Comedy, Romance",ウルトラマニアック,6.62,OVA
180,Vandread,"Action, Sci-Fi, Ecchi",ヴァンドレッド,7.17,TV
181,Vandread: The Second Stage,"Action, Sci-Fi, Ecchi",ヴァンドレッド the second stage,7.39,TV
182,Tenkuu no Escaflowne,"Adventure, Fantasy, Romance",天空のエスカフローネ,7.67,TV
183,Whistle!,Sports,ホイッスル！,7.39,TV
184,Xenosaga The Animation,"Action, Sci-Fi",ゼノサーガ THE ANIMATION,6.32,TV
185,Initial D First Stage,"Action, Drama",頭文字〈イニシャル〉D,8.33,TV
186,Initial D Second Stage,"Action, Drama",頭文字〈イニシャル〉D SECOND STAGE,8.16,TV
187,Initial D Third Stage,"Action, Drama, Romance",頭文字〈イニシャル〉D THIRD STAGE,7.9,Movie
188,Gosenzo San'e,"Comedy, Mystery, Supernatural, Hentai",御先祖賛江,6.03,OVA
189,Love Hina,"Comedy, Romance, Ecchi",ラブひな,7.1,TV
190,Love Hina Again,"Comedy, Drama, Romance, Ecchi",ラブ ひな Again,7.21,OVA
191,Love Hina Christmas Special: Silent Eve,"Comedy, Romance",ラブひなクリスマススペシャル ～サイレント・イヴ～,7.31,Special
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,"Adventure, Comedy, Romance",ラブひな春スペシャル 〜キミサクラチルナカレ!!〜,7.18,Special
193,Maburaho,"Comedy, Drama, Romance, Ecchi",まぶらほ,6.74,TV
194,Macross Zero,"Action, Adventure, Sci-Fi",マクロス ゼロ,7.51,OVA
195,Onegai☆Teacher,"Drama, Romance, Sci-Fi",おねがい☆ティーチャー,7.11,TV
196,Onegai☆Twins,"Comedy, Drama, Sci-Fi",おねがい☆ツインズ,6.82,TV
197,Rizelmine,"Comedy, Romance, Sci-Fi, Ecchi",りぜるまいん,6.51,TV
198,Speed Grapher,"Action, Mystery",スピードグラファー,7.31,TV
199,Sen to Chihiro no Kamikakushi,"Adventure, Award Winning, Supernatural",千と千尋の神隠し,8.78,Movie
200,Tenshi na Konamaiki,"Comedy, Romance",天使な小生意気,7.43,TV
201,Video Girl Ai,"Comedy, Drama, Romance, Ecchi",電影少女 VIDEO・GIRL・AI,7.2,OVA
202,Wolf's Rain,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",ウルフズレイン,7.8,TV
203,Words Worth,"Adventure, Fantasy, Hentai",ワーズ・ワース,6.72,OVA
204,Yumeria,"Action, Comedy, Ecchi",ゆめりあ,6.08,TV
205,Samurai Champloo,"Action, Adventure, Comedy",サムライチャンプルー,8.51,TV
206,Lodoss-tou Senki: Eiyuu Kishi Den,"Action, Adventure, Drama, Fantasy, Romance",ロードス島戦記　英雄騎士伝,7.13,TV
207,Lodoss-tou Senki,"Action, Adventure, Fantasy",ロードス島戦記,7.36,OVA
208,R.O.D: Read or Die,"Action, Adventure, Mystery, Sci-Fi",R.O.D リード・オア・ダイ,7.63,OVA
209,R.O.D: The TV,"Action, Adventure, Comedy, Drama, Sci-Fi",アール・オー・ディー ザ・ティーヴィー,7.53,TV
210,Ranma ½,"Action, Comedy, Fantasy",らんま1/2,7.76,TV
211,Pure Mail,Hentai,ピュアメール,6.17,OVA
212,Project A-Ko,"Action, Adventure, Comedy, Sci-Fi",プロジェクトＡ子,6.85,Movie
213,Pia Carrot e Youkoso!!,"Comedy, Hentai",Piaキャロットへようこそ!!,5.94,OVA
214,Pia Carrot e Youkoso!! 2,"Comedy, Romance, Hentai",Piaキャロットへようこそ!! 2,6.07,OVA
215,Pia Carrot e Youkoso!! 2 DX,"Comedy, Romance",Pia キャロット へ ようこそ!! 2 DX,6.19,OVA
216,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,"Comedy, Romance",Pia キャロットへようこそ！！劇場版～さやかの恋物語～,5.81,Movie
217,Shin Angel,"Comedy, Drama, Romance, Hentai",新エンジェル,6.17,OVA
218,Kidou Senkan Nadesico,"Action, Romance, Sci-Fi",機動戦艦ナデシコ,7.49,TV
219,Kidou Senkan Nadesico: The Prince of Darkness,"Action, Award Winning, Drama, Sci-Fi",機動戦艦ナデシコ The prince of darkness,6.73,Movie
220,Kuro no Danshou,"Horror, Hentai",黒の断章,5.62,OVA
221,Mezzo Forte,"Action, Comedy, Sci-Fi, Hentai",メゾフォルテ,6.62,OVA
222,Mezzo DSA,"Action, Adventure, Comedy, Mystery, Sci-Fi",メゾ,6.65,TV
223,Dragon Ball,"Action, Adventure, Comedy, Fantasy",ドラゴンボール,7.96,TV
225,Dragon Ball GT,"Action, Adventure, Comedy, Fantasy",ドラゴンボールGT,6.48,TV
226,Elfen Lied,"Action, Drama, Horror, Romance, Supernatural",エルフェンリート,7.48,TV
227,FLCL,"Action, Avant Garde, Comedy, Sci-Fi",フリクリ,8.03,OVA
228,Jigoku Shoujo,"Horror, Mystery, Supernatural",地獄少女,7.61,TV
229,Ninin ga Shinobuden,Comedy,ニニンがシノブ伝,6.89,TV
230,Air Master,"Action, Comedy",エアマスター,6.97,TV
231,Asagiri no Miko,"Action, Comedy, Fantasy, Supernatural",朝霧の巫女,6.1,TV
232,Cardcaptor Sakura,"Adventure, Comedy, Drama, Fantasy, Romance",カードキャプターさくら,8.16,TV
233,Daa! Daa! Daa!,"Comedy, Sci-Fi",だぁ! だぁ! だぁ!,7.66,TV
234,Dan Doh!!,"Adventure, Sports",ダンドー,6.63,TV
235,Detective Conan,"Adventure, Comedy, Mystery",名探偵コナン,8.17,TV
236,E's Otherwise,"Adventure, Comedy, Drama, Sci-Fi, Supernatural",エスアザーワイズ,6.59,TV
237,Koukyoushihen Eureka Seven,"Adventure, Drama, Romance, Sci-Fi",交響詩篇エウレカセブン,8.06,TV
238,Rekka no Honoo,"Action, Adventure",烈火の炎,7.34,TV
239,Gankutsuou,"Award Winning, Drama, Mystery, Sci-Fi, Supernatural, Suspense",巌窟王,8.14,TV
240,Genshiken,"Comedy, Slice of Life",げんしけん,7.63,TV
241,Girls Bravo: First Season,"Comedy, Fantasy, Romance, Ecchi",GIRLSブラボー first season,6.38,TV
242,Gokusen,"Comedy, Drama, Slice of Life",ごくせん,7.41,TV
243,Gravitation,"Boys Love, Comedy",グラビテーション,6.93,TV
244,Agatha Christie no Meitantei Poirot to Marple,Mystery,アガサ・クリスティーの名探偵ポワロとマープル,6.83,TV
245,Great Teacher Onizuka,Comedy,グレート・ティーチャー・オニヅカ,8.69,TV
246,Groove Adventure Rave,"Adventure, Comedy, Fantasy, Romance",レイヴ,7.22,TV
247,Harukanaru Toki no Naka de: Hachiyou Shou,"Fantasy, Romance",遙かなる時空の中で〜八葉抄〜,7.0,TV
248,Ichigo 100%,"Comedy, Romance, Ecchi",いちご100%,6.63,TV
249,InuYasha,"Action, Adventure, Fantasy, Romance",犬夜叉,7.86,TV
250,Konjiki no Gash Bell!!,"Adventure, Comedy, Supernatural",金色のガッシュベル!!,7.54,TV
251,Kyou kara Maou!,"Adventure, Comedy, Fantasy",今日からマ王！,7.63,TV
252,Madlax,"Drama, Mystery, Supernatural",マドラックス,7.03,TV
253,Jungle wa Itsumo Hare nochi Guu,"Comedy, Slice of Life",ジャングルはいつもハレのちグゥ,7.81,TV
254,Jungle wa Itsumo Hare nochi Guu Deluxe,"Comedy, Slice of Life",ジャングルはいつもハレのちグゥ　デラックス,7.79,OVA
255,Jungle wa Itsumo Hare nochi Guu Final,"Award Winning, Comedy, Slice of Life",ジャングルはいつもハレのちグゥ　ＦＩＮＡＬ,7.62,OVA
256,Hoshi no Koe,"Award Winning, Drama, Romance, Sci-Fi",ほしのこえ,7.12,OVA
257,Ikkitousen,Ecchi,一騎当千,6.39,TV
258,Hitsuji no Uta,"Drama, Horror",羊のうた,6.15,OVA
259,Happy☆Lesson,"Comedy, Romance",HAPPY☆LESSON,6.6,OVA
260,Happy☆Lesson (TV),"Comedy, Drama, Romance",HAPPY☆LESSON,6.61,TV
261,Happy☆Lesson Advance,"Comedy, Romance",HAPPY☆LESSON ADVANCE,6.77,TV
262,Happy☆Lesson The Final,"Comedy, Romance",HAPPY☆LESSON THE FINAL,6.76,OVA
263,Hajime no Ippo,Sports,はじめの一歩 THE FIGHTING!,8.76,TV
264,Hajime no Ippo: Champion Road,Sports,はじめの一歩 -Champion Road-,8.26,Special
265,Hajime no Ippo: Mashiba vs. Kimura,Sports,はじめの一歩 間柴vs木村 死刑執行,8.23,OVA
266,Gunparade March: Arata Naru Kougunka,"Action, Drama, Romance, Sci-Fi",ガンパレード・マーチ -新たなる行軍歌-,6.73,TV
267,Gungrave,"Action, Drama, Sci-Fi",ガングレイヴ,7.83,TV
268,Golden Boy,"Adventure, Comedy, Ecchi",ゴールデンボーイ,8.04,OVA
269,Bleach,"Action, Adventure, Fantasy",BLEACH - ブリーチ -,7.92,TV
270,Hellsing,"Action, Horror, Supernatural",Hellsing [ヘルシング],7.49,TV
271,Gad Guard,"Action, Adventure, Sci-Fi",ガドガード,6.65,TV
272,Noir,"Action, Drama, Mystery",ノワール,7.29,TV
273,Mahoutsukai ni Taisetsu na Koto,Slice of Life,魔法遣いに大切なこと,6.71,TV
274,Kiddy Grade,"Action, Sci-Fi, Ecchi",キディ・グレイド,7.19,TV
275,Love♥Love?,"Comedy, Romance, Ecchi",LOVE♥LOVE?,5.85,TV
276,Mahoromatic: Automatic Maiden,"Comedy, Romance, Sci-Fi, Ecchi",まほろまてぃっく,7.15,TV
277,Mahoromatic: Motto Utsukushii Mono,"Comedy, Drama, Romance, Sci-Fi, Ecchi",まほろまてぃっく ~もっと美しいもの~,7.14,TV
278,Viewtiful Joe,"Action, Comedy, Sci-Fi",ビューティフル ジョー,6.74,TV
279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,"Fantasy, Horror, Mystery, Supernatural",京極夏彦　巷説百物語,7.1,TV
280,Animal Yokochou,"Adventure, Comedy, Fantasy",アニマル横町,7.26,TV
281,Akane Maniax,"Comedy, Romance",アカネマニアックス,5.73,OVA
282,Angel Heart,"Action, Drama, Mystery, Romance",エンジェル・ハート,7.25,TV
283,Akage no Anne,Drama,赤毛のアン,7.77,TV
284,Area 88 (TV),"Action, Drama, Romance",エリア８８,7.0,TV
285,Argento Soma,"Action, Adventure, Drama, Sci-Fi",アルジェント ソーマ,6.76,TV
286,B'T X,"Adventure, Sci-Fi",B`T X　ビート・エックス,7.03,TV
287,Grappler Baki (TV),Sports,グラップラー刃牙,7.47,TV
288,Bakuten Shoot Beyblade,"Action, Adventure, Comedy, Sports",爆転シュート　ベイブレード,6.76,TV
289,Comic Party,"Comedy, Drama",こみっくパーティー,6.58,TV
290,Seikai no Monshou,"Action, Romance, Sci-Fi",星界の紋章,7.64,TV
291,D.C.S.S: Da Capo Second Season,"Comedy, Drama, Romance, Supernatural",D.C.S.S. ～ダ・カーポ セカンドシーズン～,6.95,TV
292,Dear Boys,"Drama, Sports",ディア・ボーイズ,6.78,TV
293,Di Gi Charat,"Comedy, Fantasy, Sci-Fi",デ・ジ･キャラット,6.8,TV
294,Divergence Eve,"Adventure, Comedy, Drama, Sci-Fi",ダイバージェンス・イヴ,6.0,TV
295,Divergence Eve 2: Misaki Chronicles,"Adventure, Drama, Sci-Fi",みさきクロニクル 〜ダイバージェンス・イヴ〜,6.41,TV
296,Dragon Drive,"Action, Adventure, Comedy, Fantasy, Sci-Fi",ドラゴンドライブ,6.69,TV
297,Grenadier: Hohoemi no Senshi,"Action, Adventure, Comedy, Ecchi",グレネーダー 〜ほほえみの閃士〜,6.69,TV
298,.hack//Tasogare no Udewa Densetsu,"Adventure, Comedy, Fantasy",.hack//黄昏の腕輪伝説,6.56,TV
299,.hack//Liminality,Mystery,.hack//LIMINALITY,6.59,OVA
300,3x3 Eyes,"Action, Fantasy, Horror, Romance",3×3EYES,6.71,OVA
