anime_id,Name,Genres,Other name,Score,Type
2731,Shishunki Bishoujo Gattai Robo Z-Mind,Action,思春期美少女合体ロボ ジーマイン,5.82,OVA
2732,Baby Baachan,"Comedy, Drama",ベイベーばあちゃん,6.49,TV
2734,Mazinkaiser: Shitou! Ankoku Dai Shogun,Action,マジンカイザー　死闘！暗黒大将軍,7.07,OVA
2735,Mugen Senki Portriss,"Action, Sci-Fi",無限戦記ポトリス,UNKNOWN,TV
2736,Mojakou,"Comedy, Fantasy, Sci-Fi",モジャ公,7.16,TV
2737,Kouryuu no Mimi: Mina no Shou,"Action, Drama",黄龍の耳,4.76,OVA
2738,Kasumin 3rd Season,Fantasy,カスミン (第3シリーズ),6.34,TV
2739,Highschool Aurabuster: Hikari no Mezame,"Drama, Fantasy",ハイスクール・オーラバスター　光の誕生[めざめ],5.73,OVA
2740,Monkey Turn,"Action, Drama",モンキーターン,6.73,TV
2741,Monkey Turn V,"Action, Drama",モンキー ターン V,6.88,TV
2742,Omoikkiri Kagaku Adventure Sou Nanda!,"Comedy, Sci-Fi",おもいっきり科学アドベンチャー そーなんだ!,UNKNOWN,TV
2743,Kidou Senshi Gundam SEED: SEED Supernova - Tanekyara Gekijou,Comedy,たねきゃら劇場,7.37,Special
2744,Potemayo,Comedy,ぽてまよ,7.28,TV
2745,Jigoku Sensei Nube OVA,"Action, Comedy, Horror, Supernatural",地獄先生ぬ～べ～,7.1,OVA
2746,Vexille: 2077 Nihon Sakoku,"Action, Sci-Fi",ベクシル 2077日本鎖国,6.91,Movie
2747,Tetsuwan Atom,"Action, Adventure, Drama, Sci-Fi",鉄腕アトム,7.08,TV
2748,Dash! Kappei,"Comedy, Sports, Ecchi",ダッシュ勝平,7.21,TV
2749,Heisei Inu Monogatari Bow,"Adventure, Comedy",平成イヌ物語バウ,7.38,TV
2750,Heisei Inu Monogatari Bow Movie,"Adventure, Comedy",平成イヌ物語バウ,UNKNOWN,Movie
2751,Miyori no Mori,"Drama, Fantasy, Slice of Life",ミヨリの森,6.88,Special
2752,Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,Sports,テニスの王子様 全国大会篇 Semifinal,7.88,OVA
2753,Ushiro no Shoumen Daare,Drama,うしろの正面だあれ,7.71,Movie
2754,Cleopatra D.C.,"Action, Adventure, Sci-Fi",クレオパトラＤ．Ｃ,5.81,OVA
2755,Cleopatra,Sci-Fi,クレオパトラ,5.43,Movie
2756,Cheonnyeon-yeowoo Yeowoobi,"Drama, Fantasy, Sci-Fi",천년여우 여우비,7.18,Movie
2757,Juuni Senshi Bakuretsu Eto Ranger,"Action, Comedy, Fantasy",十二戦支　爆烈エトレンジャー,7.32,TV
2758,Shippuu! Iron Leaguer,"Sci-Fi, Sports",疾風！ アイアンリーガー,7.28,TV
2759,Evangelion: 1.0 You Are (Not) Alone,"Action, Award Winning, Drama, Sci-Fi",ヱヴァンゲリヲン新劇場版:序,8.0,Movie
2760,Densetsu Kyojin Ideon: Sesshoku-hen,"Drama, Sci-Fi",伝説巨神イデオン 接触篇,5.99,Movie
2761,Densetsu Kyojin Ideon: Hatsudou-hen,"Drama, Sci-Fi",伝説巨神イデオン 発動篇,7.89,Movie
2762,Igano Kabamaru,"Action, Adventure, Comedy, Romance",伊賀野カバ丸,7.81,TV
2765,Momotarou: Umi no Shinpei,Action,桃太郎 海の神兵,5.11,Movie
2766,Super Doll Licca-chan,"Adventure, Comedy",スーパードール リカちゃん,6.62,TV
2767,Taneyamagahara no Yoru,"Fantasy, Slice of Life",種山ヶ原の夜,5.46,Movie
2768,CLAMP in Wonderland 2,"Action, Comedy, Drama, Fantasy, Romance",CLAMP IN WONDERLAND 2,7.44,Music
2769,Galactic Patrol Lensman,"Action, Adventure, Sci-Fi",GALACTIC PATROL　レンズマン,6.23,TV
2770,SF Shinseiki Lensman,"Action, Adventure, Sci-Fi",SF新世紀 レンズマン,6.12,Movie
2771,Chou Kuse ni Narisou,"Comedy, Romance, Slice of Life",超くせになりそう,6.58,TV
2772,Juushin Enbu: Hero Tales,"Action, Fantasy",獣神演武 - HERO TALES -,6.82,TV
2775,Genocyber,"Action, Horror, Sci-Fi, Suspense",ジェノサイバー,5.78,OVA
2776,Generation of Chaos,"Action, Adventure, Fantasy",ジェネレーション オブ カオス,3.07,OVA
2777,Generation of Chaos Next: Chikai no Pendant,"Action, Adventure, Fantasy, Romance",ジェネレーション オブ カオス ネクスト～誓いのペンダント～,3.32,OVA
2778,Generation of Chaos III: Toki no Fuuin,"Action, Adventure, Fantasy",ジェネレーション オブ カオス III ～　時の封印　～,3.56,OVA
2779,Sotsugyou M: Ore-tachi no Carnival,Drama,卒業M ～オレ達のカーニバル～,5.32,OVA
2780,Kyoufu no Bio Ningen Saishuu Kyoushi,"Action, Adventure, Comedy, Supernatural",恐怖のバイオ人間 最終教師,5.44,OVA
2781,Saint Luminous Jogakuin,"Mystery, Supernatural",聖ルミナス女学院,5.89,TV
2782,Fire Emblem,"Action, Adventure, Fantasy",ファイアーエムブレム 紋章の謎,5.62,OVA
2783,Oyayubi Hime Monogatari,"Adventure, Fantasy",おやゆび姫物語,6.7,TV
2784,Gift: Eternal Rainbow - Ki no Saka Ryokan Kiki Ippatsu!!,"Comedy, Romance, Ecchi",ギフト～eternal rainbow～ 木之坂旅館 危機一髪!!,6.67,Special
2785,OZ,"Action, Drama, Sci-Fi",オズ,5.32,OVA
2786,Bakegyamon,"Action, Fantasy",妖逆門,6.57,TV
2787,Shakugan no Shana II (Second),"Action, Drama, Fantasy, Romance",灼眼のシャナII –Second–,7.56,TV
2788,Stratosphera no Yousei,"Drama, Romance, Sci-Fi, Hentai",ストラトスフェラの妖精,5.64,OVA
2789,B-Legend! Battle B-Daman,"Adventure, Fantasy",B-伝説(ビーレジェンド)! バトルビーダマン,6.29,TV
2790,Oira Sukeban,"Comedy, Ecchi",おいら女蛮[スケバン],5.22,OVA
2791,Makasete Iruka!,"Action, Award Winning, Comedy",まかせてイルか！,6.16,OVA
2792,Panzer Dragoon,"Action, Fantasy, Sci-Fi",パンツァードラグーン,3.21,OVA
2793,Hi no Tori 2772: Ai no CosmoZone,"Adventure, Drama, Fantasy, Romance, Sci-Fi",火の鳥 ２７７２ 愛のコスモゾーン,6.62,Movie
2794,Kussetsu,Hentai,屈折,5.76,OVA
2795,Dragonaut: The Resonance,"Action, Drama, Fantasy, Romance, Sci-Fi",ドラゴノーツ-ザ・レソナンス-,6.6,TV
2796,Afro-Ken,Comedy,アフロ犬,5.19,OVA
2797,Koukou Tekken-den Tough,Action,高校鉄拳伝　タフ,6.88,OVA
2798,Hatsu Inu The Animation,Hentai,初犬 The Animation,7.26,OVA
2799,Hello! Sandybell,"Adventure, Romance",ハロー！サンディベル,7.05,TV
2800,Candy Candy,"Drama, Slice of Life",キャンディ・キャンディ,7.56,TV
2801,Candy Candy: Haru no Yobigoe,"Drama, Slice of Life",キャンディ・キャンディ 春の呼び声,6.52,Movie
2802,Candy Candy: Candy no Natsu Yasumi,"Drama, Slice of Life",キャンディ・キャンディ キャンディの夏休み,6.69,Movie
2803,Densetsu no Yuusha da Garn,"Action, Sci-Fi",伝説の勇者ダ・ガーン,7.15,TV
2804,Hana no Mahoutsukai Mary Bell,"Adventure, Fantasy",花の魔法使いマリーベル,6.79,TV
2805,Onegai! Samia Don,"Comedy, Fantasy, Slice of Life",おねがい！サミアどん,7.09,TV
2806,Yadamon,"Adventure, Comedy, Fantasy",ヤダモン,7.18,TV
2808,Irregular Hunter X: The Day of Sigma,"Action, Sci-Fi",イレギュラーハンターＸ,7.17,OVA
2809,Fuusen Shoujo Temple-chan,"Adventure, Comedy",風船少女テンプルちゃん,6.11,TV
2810,Anime Himitsu no Hanazono,Drama,アニメ ひみつの花園,7.07,TV
2811,Soratobu Yuureisen,"Adventure, Drama, Sci-Fi",空飛ぶゆうれい船,6.57,Movie
2813,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,"Adventure, Comedy, Drama, Fantasy",小さなアヒルの大きな愛の物語 あひるのクワック,7.35,TV
2814,Dondon Dommel to Ron,Comedy,どんどんドメルとロン,6.61,TV
2815,Geragera Boes Monogatari,Comedy,げらげらブース物語,6.98,TV
2816,Toushou Daimos,"Adventure, Drama, Romance, Sci-Fi",闘将ダイモス,7.23,TV
2817,Cinderella Monogatari,"Adventure, Fantasy, Romance",シンデレラ物語,7.32,TV
2818,Madou King Granzort,"Action, Comedy, Fantasy, Sci-Fi",魔動王グランゾート,7.28,TV
2819,Dragon Quest: Yuusha Abel Densetsu,"Action, Adventure, Fantasy",ドラゴンクエスト～勇者アベル伝説～,6.93,TV
2820,Time Travel Tondekeman!,"Action, Adventure, Comedy",たいむとらぶる トンデケマン!,7.42,TV
2821,Bad End,Hentai,BAD END 贖罪の教室,5.21,OVA
2822,Bamboo Bears,Comedy,バンブー・ベアーズ,5.76,TV
2823,Barbapapa,"Comedy, Fantasy",バーバパパ,6.22,TV
2824,Barbapapa Sekai wo Mawaru,"Adventure, Comedy",バーバパパ　世界をまわる,5.92,TV
2825,Arabian Nights: Sindbad no Bouken (TV),"Adventure, Fantasy, Romance",アラビアンナイト シンドバットの冒険,7.2,TV
2826,Oz no Mahoutsukai (TV),"Adventure, Fantasy",オズの魔法使い,6.65,TV
2827,Calimero,Comedy,カリメロ,6.22,TV
2828,Ie Naki Ko,"Adventure, Drama, Slice of Life",家なき子,7.84,TV
2829,Ie Naki Ko Remy,"Adventure, Drama, Slice of Life",家なき子レミ,7.89,TV
2830,Chibikko Remi to Meiken Kapi,"Adventure, Drama, Slice of Life",ちびっ子レミと名犬カピ,5.81,Movie
2831,Ie Naki Ko (Movie),"Adventure, Slice of Life",家なき子,6.53,Movie
2832,Ani*Kuri15,"Adventure, Comedy, Drama, Fantasy, Sci-Fi, Slice of Life, Supernatural",アニ＊クリ15,6.7,Special
2833,Gulliver no Uchuu Ryokou,"Adventure, Sci-Fi",ガリバーの宇宙旅行,5.73,Movie
2834,Miracle☆Girls,Drama,ミラクル☆ガールズ,7.33,TV
2835,Patalliro!,"Adventure, Boys Love, Comedy",パタリロ！,7.21,TV
2836,Chiisana Viking Vickie,"Adventure, Comedy",小さなバイキングビッケ,6.62,TV
2837,Ariel Deluxe,"Action, Comedy, Sci-Fi",DELUXE ARIEL (エリアル),5.86,OVA
2838,Toushin Toshi II,"Adventure, Fantasy, Romance, Hentai",闘神都市Ⅱ,5.61,OVA
2839,Ariel Visual,"Action, Comedy, Sci-Fi",ARIEL (エリアル) VISUAL,5.35,OVA
2840,Youkoso Lodoss-tou e!,Comedy,ようこそロードス島へ！,6.02,Movie
2841,Kuro Ai: Hitoyozumakan Inkou Rannyuuroku,Hentai,黒愛 一夜妻館・淫口乱乳録,6.63,OVA
2842,Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!,"Adventure, Fantasy",ポケモン不思議のダンジョン 出動ポケモン救助隊ガンバルズ！,6.48,Special
2847,Pokemon Movie 10: Dialga vs. Palkia vs. Darkrai,"Action, Adventure, Comedy, Drama, Fantasy",ポケットモンスター ダイヤモンド＆パール ディアルガVSパルキアVSダークライ,7.29,Movie
2848,Kappa no Coo to Natsuyasumi,"Adventure, Award Winning, Fantasy",河童のクゥと夏休み,7.5,Movie
2851,Ninkuu (Movie),"Action, Adventure, Comedy",忍空,6.05,Movie
2852,Accelerando: Datenshi-tachi no Sasayaki,Hentai,アッチェレランド ～堕天使たちの囁き～,6.82,OVA
2858,Ikusa Otome Valkyrie,Hentai,戦乙女ヴァルキリー,6.14,OVA
2859,Ikusa Otome Valkyrie Shinshou,Hentai,戦乙女ヴァルキリー 真章,6.03,OVA
2861,Seifuku Shojo The Animation,Hentai,制服処女 the Animation,6.18,OVA
2862,Tokineiro,Hentai,刻音色,5.09,OVA
2863,21-ji no Onna: Newscaster Katsuragi Miki,Hentai,21時の女～ニュースキャスター桂木美紀～,5.73,OVA
2864,2x1,Hentai,2x1,5.18,OVA
2866,Ane☆Haramix,Hentai,姉☆孕みっくす,6.78,OVA
2867,Ane Jiru The Animation: Shirakawa Sanshimai ni Omakase,Hentai,姉汁 THE ANIMATION～白川三姉妹におまかせ～,6.91,OVA
2868,Kazama Mana,Hentai,風間愛 (アニメ),6.14,OVA
2869,Nanase Ren,Hentai,七瀬恋 (アニメ),6.05,OVA
2870,Yagami Yuu,Hentai,八神優 (アニメ),6.33,OVA
2871,Bakunyuu Oyako,Hentai,爆乳母娘,6.22,OVA
2872,Asgaldh: The Distortion Testament,Hentai,アスガルド～歪曲のテスタメント～,5.56,OVA
2873,Bible Black Only Version,Hentai,バイブルブラック・オンリー版,6.76,OVA
2874,Charm Point 1: Sister's Rondo,Hentai,Charm Point 1 ～シスターズ輪舞～,5.43,OVA
2875,Chikan Monogatari,Hentai,痴漢物語,6.17,OVA
2876,Hoshi no Orpheus,Fantasy,星のオルフェウス,5.13,Movie
2881,Chinmoku no Kantai,"Action, Drama",沈黙の艦隊,6.26,OVA
2882,Anime Oyako Gekijou,"Adventure, Fantasy, Sci-Fi",アニメ 親子劇場,6.11,TV
2883,Iyashite Agerun Saiyuuki,"Comedy, Hentai",癒してあげルン 西遊記,6.44,OVA
2884,Aachi wa Ssipak,"Action, Comedy",아치와 씨팍,6.55,Movie
2885,Ganbare Goemon,Comedy,がんばれゴエモン,6.31,TV
2889,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,"Action, Adventure, Fantasy",劇場版 BLEACH The DiamondDust Rebellion もう一つの氷輪丸,7.42,Movie
2890,Gake no Ue no Ponyo,"Adventure, Award Winning, Fantasy",崖の上のポニョ,7.92,Movie
2891,Iblard Jikan,Fantasy,イバラード時間,6.88,OVA
2892,Hakushon Daimaou,"Comedy, Fantasy",ハクション大魔王,6.1,TV
2894,Kinbaku no Yakata: Ryakudatsu,Hentai,緊縛の館 ～略奪～,5.29,OVA
2895,Kujiratori,"Adventure, Award Winning",くじらとり,6.07,Movie
2896,Houkago: Nureta Seifuku,Hentai,放課後 ～濡れた制服～,6.35,OVA
2897,Nandarou,Comedy,なんだろう,5.09,Special
2899,Higurashi no Naku Koro ni Special: Nekogoroshi-hen,Mystery,ひぐらしのなく頃に 猫殺し編,7.14,Special
2901,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie,"Action, Comedy, Mystery",こちら葛飾区亀有公園前派出所　ＴＨＥ　ＭＯＶＩＥ,7.06,Movie
2903,Sakigake!! Otokojuku,"Action, Comedy",魁!!男塾,7.4,TV
2904,Code Geass: Hangyaku no Lelouch R2,"Action, Award Winning, Drama, Sci-Fi",コードギアス 反逆のルルーシュ 続編,8.91,TV
2905,Ikkitousen: Dragon Destiny Specials,Ecchi,一騎当千 Dragon Destiny,6.61,Special
2906,Rokushin Gattai GodMars: Juunana-sai no Densetsu,"Action, Sci-Fi",六神合体ゴッドマーズ 十七歳の伝説,5.8,OVA
2907,Cyborg Kuro-chan,"Comedy, Sci-Fi",サイボーグクロちゃん,7.14,TV
2910,Koi Koi 7 Specials,"Comedy, Ecchi",こいこい7,5.78,Special
2911,Kyoushirou to Towa no Sora Specials,"Drama, Romance",京四郎と永遠（とわ）の空,6.47,Special
2912,Ohayou! Spank,"Comedy, Slice of Life",おはよう！スパンク,7.08,TV
2913,Daisougen no Chiisana Tenshi: Bush Baby,"Adventure, Drama",大草原の小さな天使　ブッシュベイビー,7.18,TV
2915,Chikyuu ga Ugoita Hi,Drama,地球が動いた日,6.39,Movie
2917,Seijun Kango Gakuin,"Comedy, Hentai",清純看護学院,6.08,OVA
2920,Ashita no Joe (Movie),"Action, Drama, Sports",あしたのジョー (1980),7.08,Movie
2921,Ashita no Joe 2,"Drama, Sports",あしたのジョー２,8.71,TV
2922,Ashita no Joe 2 (Movie),"Drama, Sports",あしたのジョー２,7.24,Movie
2923,Shugo Chara!,"Comedy, Fantasy",しゅごキャラ！,7.4,TV
2924,ef: A Tale of Memories.,"Drama, Mystery, Romance",ef - a tale of memories.,7.89,TV
2926,Myself; Yourself,"Drama, Romance",マイセルフ; ユアセルフ,7.12,TV
2927,KimiKiss Pure Rouge,"Drama, Romance",キミキス pure rouge,7.28,TV
2928,.hack//G.U. Returner,"Adventure, Drama, Fantasy",.HACK//G.U. RETURNER,6.67,OVA
2929,Moonlight Mile 2nd Season: Touch Down,"Adventure, Drama, Sci-Fi",ムーンライトマイル 2ndシーズン -Touch down-,7.26,TV
2930,Tensai? Dr. Hamax,Comedy,天才？Dr.ハマックス,UNKNOWN,TV
2931,Mokke,"Mystery, Slice of Life, Supernatural",もっけ,7.05,TV
2933,Mirai Keisatsu Urashiman,"Action, Comedy, Sci-Fi",未来警察ウラシマン,7.17,TV
2934,Shiawase Sou no Okojo-san,Comedy,しあわせソウのオコジョさん,6.43,TV
2935,Ryokan Shirasagi,Hentai,旅館白鷺,6.01,OVA
2936,Private Emotion,Hentai,プライベートエモーション,5.33,OVA
2941,Elysium,"Action, Sci-Fi",엘리시움,5.21,Movie
2942,Sketchbook: Full Color's,"Comedy, Slice of Life",スケッチブック ～full color's～,7.38,TV
2943,Inbaku Gakuen,Hentai,淫縛学艶,6.17,OVA
2944,Seisai,"Avant Garde, Fantasy, Horror, Hentai",性裁,5.22,OVA
2945,Hitozuma Ryoujoku Sankanbi,Hentai,人妻凌辱参観日,6.12,OVA
2946,Angel Core: Tenshi-tachi no Sumika,"Action, Hentai",ANGEL CORE エンゼル・コア～天使たちの住処～,5.55,OVA
2947,Ojamajo Doremi Sharp Movie,"Comedy, Fantasy",おジャ魔女どれみ♯,7.15,Movie
2948,Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,"Comedy, Fantasy",も～っと！おジャ魔女どれみ カエル石のひみつ,7.16,Movie
2950,Doubutsu no Mori,Slice of Life,どうぶつの森,7.06,Movie
2951,Gintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga Choudoyoi,"Action, Comedy, Sci-Fi",銀魂〜何事も最初が肝心なので多少背伸びするくらいが丁度良い〜,8.08,Special
2952,Final Fantasy VII: Advent Children Complete,"Action, Fantasy",ファイナルファンタジーVII アドベントチルドレンコンプリート,7.91,OVA
2953,Egao,Slice of Life,笑顔,6.45,Music
2954,Maria-sama ga Miteru 3rd Specials,"Comedy, Girls Love",マリア様にはないしょ。,7.26,Special
2955,Hana no Joshi Announcer: Newscaster Etsuko,Hentai,花の女子アナ ニュースキャスター・悦子,6.43,OVA
2956,Shin-ban Megami Tantei Vinus File,Hentai,真版女神探偵 VINUS FILE,5.69,OVA
2957,Okusama wa Mahoutsukai,Hentai,奥様は魔法使い,5.74,OVA
2958,Hitozuma Cosplay Kissa,Hentai,人妻コスプレ喫茶,5.97,OVA
2959,Utsukushiki Sei no Dendoushi Reirei,"Girls Love, Supernatural, Hentai",美しき性の伝道師　麗々,5.34,OVA
2960,Kininaru Roommate,Hentai,気になるルームメイト,6.5,OVA
2961,Digimon Adventure Movie,"Action, Fantasy, Sci-Fi",デジモンアドベンチャー 劇場版,7.59,Movie
2962,Digimon Adventure 02 Movies,"Adventure, Fantasy, Sci-Fi",映画 デジモンアドベンチャー０２,7.1,Movie
2963,Minami-ke,"Comedy, Slice of Life",みなみけ,7.65,TV
2964,Blue Drop: Tenshi-tachi no Gikyoku,"Drama, Girls Love, Sci-Fi",BLUE DROP ～天使達の戯曲～,6.68,TV
2965,Suteki Tantei Labyrinth,"Mystery, Sci-Fi",素敵探偵☆ラビリンス,6.67,TV
2966,Ookami to Koushinryou,"Adventure, Fantasy, Romance",狼と香辛料,8.22,TV
2967,Saishuu Shiken Kujira,"Comedy, Mystery, Supernatural, Ecchi",最終試験くじら,4.95,ONA
2969,Appleseed Saga Ex Machina,"Action, Sci-Fi",エクスマキナ,7.32,Movie
2970,Night Wizard,"Adventure, Fantasy",ナイトウィザード,6.66,TV
2971,Kyou kara Maou! R,"Adventure, Comedy, Fantasy",今日からマ王！R,7.41,OVA
2972,Kindan no Mokushiroku: Crystal Triangle,"Adventure, Mystery",禁断の黙示録 クリスタルトライアングル,4.5,OVA
2973,Fire Tripper,"Fantasy, Sci-Fi",炎トリッパー,6.41,OVA
2974,The Humanoid: Ai no Wakusei Lezeria,"Drama, Sci-Fi",ザ・ヒューマノイド 哀の惑星レザリア,4.76,OVA
2977,Youjuu Sensen Adventure Kid,"Fantasy, Horror, Hentai",妖獣戦線アドベンチャーKID,5.22,OVA
2978,Shin Getter Robo,"Action, Adventure, Horror, Sci-Fi",新ゲッターロボ,7.36,OVA
2979,Akiko,Hentai,亜紀子,5.28,OVA
2980,Kuusou Kagaku Sekai Gulliver Boy,"Action, Adventure, Fantasy",空想科学世界ガリバーボーイ,6.92,TV
2981,Chika Gentou Gekiga: Shoujo Tsubaki,"Drama, Horror",地下幻燈劇画 少女椿,4.75,Movie
2982,Yuuwaku,Hentai,誘惑,6.43,OVA
2983,Digital Devil Story: Megami Tensei,"Adventure, Drama, Fantasy, Horror, Mystery, Supernatural",デジタル・デビル物語〈ストーリ〉 女神転生,5.14,OVA
2985,Majin Tantei Nougami Neuro,"Comedy, Mystery, Supernatural",魔人探偵 脳噛ネウロ,7.59,TV
2986,Bamboo Blade,"Comedy, Sports",バンブーブレード,7.31,TV
2987,Ginga Hyouryuu Vifam,"Action, Adventure, Sci-Fi",銀河漂流バイファム,7.43,TV
2988,Mahou Shoujo Ai,"Action, Horror, Supernatural, Hentai",魔法少女アイ,6.51,OVA
2989,Classmate no Okaasan,Hentai,クラスメイトのお母さん,5.98,OVA
2990,Mini Skirt Gakuen,Hentai,ミニスカ学園,4.2,OVA
2991,Harumi-chan no Oita,Hentai,はるみちゃんのおいた,5.17,OVA
2993,Rosario to Vampire,"Comedy, Fantasy, Romance, Ecchi",ロザリオとバンパイア,6.75,TV
2994,Death Note: Rewrite,"Supernatural, Suspense",ディレクターズカット完全決着版 〜リライト,7.7,Special
2997,Hi no Tori: Houou-hen,"Drama, Fantasy",火の鳥　鳳凰編,6.93,Movie
2998,Hi no Tori: Uchuu-hen,"Drama, Fantasy, Sci-Fi",火の鳥　宇宙編,7.0,OVA
2999,Hi no Tori: Yamato-hen,Drama,火の鳥・ヤマト編,6.94,OVA
3000,Taiho Shichau zo: Full Throttle,"Action, Comedy",逮捕しちゃうぞ フルスロットル,7.19,TV
3001,Moyashimon,"Comedy, Gourmet, Supernatural",もやしもん,7.56,TV
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,Suspense,逆境無頼カイジ Ultimate Survivor,8.27,TV
3003,Yumedamaya Kidan,"Drama, Fantasy",ゆめだまや奇談,6.43,Special
3004,Saint Beast: Ikusen no Hiru to Yoru-hen,Fantasy,セイント・ビースト～幾千の昼と夜 編～,6.19,OVA
3005,Shadow Skill,"Adventure, Drama, Fantasy",影技 SHADOW SKILL,6.5,OVA
3006,Atashin'chi,"Comedy, Slice of Life",あたしンち,7.33,TV
3007,Bronze: Kouji Nanjo Cathexis,Boys Love,BRONZE KoJI NANJo cathexis,6.12,OVA
3008,Time Bokan Series: Yatterman,"Action, Adventure, Comedy",タイムボカンシリーズ ヤッターマン,6.65,TV
3009,Tiger Mask,"Drama, Sports",タイガーマスク,7.31,TV
3010,Kaiketsu Zorro,Adventure,快傑ゾロ,7.22,TV
3011,Yotsunoha,Romance,よつのは,6.3,OVA
3012,Gekitou! Crush Gear Turbo,Sports,激闘! クラッシュギアTURBO,6.93,TV
3014,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,"Action, Sci-Fi",銀河英雄伝説: わが征くは星の大海,7.88,Movie
3015,Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,"Action, Drama, Sci-Fi",銀河英雄伝説外伝　黄金の翼,6.26,Movie
3016,Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,"Action, Drama, Sci-Fi",銀河英雄伝説外伝　新たなる戦いの序曲[オーヴァチュア],8.08,Movie
3019,Lupin III: Kiri no Elusive,"Action, Adventure, Comedy, Mystery",ルパン三世 霧のエリューシヴ,6.78,Special
3020,Gu-Gu Ganmo,"Comedy, Slice of Life",Gu-Guガンモ,6.63,TV
3021,Yume Senshi Wingman,"Action, Comedy, Romance",夢戦士ウイングマン,7.06,TV
3022,Haai Step Jun,"Action, Romance, Sci-Fi",はーいステップジュン,6.54,TV
3023,Esper Mami,"Comedy, Supernatural, Ecchi",エスパー魔美,6.65,TV
3024,Ribbon no Kishi,"Action, Fantasy, Mystery, Romance",リボンの騎士,6.73,TV
3025,Dragon Slayer Eiyuu Densetsu: Ouji no Tabidachi,"Action, Fantasy",ドラゴンスレイヤー英雄伝説 王子の旅立ち,5.5,OVA
3026,Compiler,"Comedy, Drama, Romance, Sci-Fi",COMPILER,5.07,OVA
3027,Hokuto no Ken: Yuria-den,"Action, Adventure, Drama",真救世主伝説 北斗の拳 ユリア伝,7.09,OVA
3028,Cluster Edge Specials,"Action, Fantasy, Sci-Fi",クラスターエッジ ~Secret Episode~,6.31,Special
3031,Digimon Frontier: Ornismon Fukkatsu!!,"Adventure, Comedy, Drama, Fantasy",デジモンフロンティア 古代デジモン（オニスモン）復活！！,6.83,Movie
3032,Digimon Tamers: Boukensha-tachi no Tatakai,"Adventure, Drama, Sci-Fi",デジモンテイマーズ 冒険者たちの戦い,6.95,Movie
3033,Digimon Tamers: Bousou Digimon Tokkyuu,"Adventure, Comedy, Sci-Fi",デジモンテイマーズ 暴走デジモン特急,7.05,Movie
3034,Kurai Mirai,Hentai,クライミライ,5.7,OVA
3035,Chouon Senshi Borgman,"Action, Sci-Fi",超音戦士ボーグマン,6.3,TV
3036,Tobe! Isami,"Action, Adventure, Comedy, Romance",飛べ！イサミ,7.42,TV
3037,GS Mikami: Gokuraku Daisakusen!!,"Comedy, Fantasy",GS美神 極楽大作戦!!,6.6,Movie
3038,Senya Ichiya Monogatari,"Adventure, Fantasy",千夜一夜物語,6.11,Movie
3039,Campus,Hentai,キャンパス,5.8,OVA
3040,Bakuhatsu Sunzen!! Tenshi no Countdown,"Comedy, Hentai",爆発寸前!! 天使のカウントダウン,5.4,OVA
3043,Andersen Douwa: Ningyohime,"Fantasy, Romance",アンデルセン童話 にんぎょ姫,6.86,Movie
3044,Tetsuwan Atom (1980),"Action, Adventure, Sci-Fi",鉄腕アトム,7.14,TV
3046,Shiroki Tenshi-tachi no Rondo,Hentai,白き天使達の輪舞,5.63,OVA
3048,In no Houteishiki,Hentai,淫の方程式,6.23,OVA
3050,Panchira Teacher,Hentai,パンチラティーチャー,6.36,OVA
3051,Yes! Precure 5 Movie: Kagami no Kuni no Miracle Daibouken!,"Fantasy, Romance",映画　Yes! プリキュア５　鏡の国のミラクル大冒険！,7.27,Movie
3053,Ganbare! Kickers,Sports,がんばれ！キッカーズ,6.85,TV
3054,La Seine no Hoshi,"Adventure, Drama",ラ・セーヌの星,6.51,TV
3056,Natural,Hentai,ナチュラル,5.85,OVA
3057,Loveless Specials,"Boys Love, Comedy, Fantasy, Romance, Supernatural",LOVELESS おはよう ラブレスくーん,6.47,Special
3058,Darling,"Comedy, Hentai",ダーリン,6.37,OVA
3059,Ninja Senshi Tobikage,"Action, Adventure, Sci-Fi",忍者戦士飛影,7.03,TV
3060,Dallos,"Action, Sci-Fi",ダロス,5.96,OVA
3061,Kishin Heidan,"Adventure, Sci-Fi",機神兵団,6.25,OVA
3062,Futago no Haha Seihonnou,Hentai,双子(フタゴ)ノ母(ハハ)性本能,6.16,OVA
3063,Gakuen Sodom,Hentai,学園ソドム,5.38,OVA
3064,Kizuoibito,"Action, Adventure, Suspense",傷追い人,4.03,OVA
3065,Ozanari Dungeon: Kaze no Tou,"Action, Adventure, Comedy, Fantasy",おざなりダンジョン 風の塔,6.38,OVA
